1,1,18
1,2,3.4809948
1,3,4.7734848
1,4,2.7587052
1,5,2.4787152
1,6,4.0116366
1,7,3.2180418
1,9,1.2134972
1,11,1.088614
1,17,1.009576
1,19,1.417446
1,21,1.4023656
1,22,7.1173836
1,23,1.0014788
1,28,3.2221782
1,32,1.0207116
1,35,2.4564474
1,41,1.0473636
1,46,1.0519892
1,54,1.1976968
1,55,1.0040436
1,60,7.1197776
1,92,1.5293336
1,93,2.1101496
1,94,1.793036
1,95,1.18771
1,96,1.3904696
1,97,1.414904
1,98,1.1927656
2,2,18
2,3,5.0607918
2,4,2.0964312
2,5,1.9477728
2,6,3.5240652
2,7,2.3125284
2,16,1.1628044
2,17,1.1218128
2,18,1.6359052
2,19,1.45239
2,20,1.2148948
2,21,1.328794
2,28,3.6423036
2,35,2.2389354
2,38,1.0187012
2,41,1.123614
2,75,1.018994
2,76,1.3666512
2,77,1.0238372
2,80,1.2153056
2,84,1.4618952
2,88,1.5280144
2,89,1.0053048
2,90,1.0854448
2,93,1.2467124
2,94,1.5652672
2,96,1.168124
2,97,1.5932684
2,98,4.3524324
3,3,18
3,4,2.4440472
3,5,2.3188266
3,6,4.6884672
3,7,2.9110212
3,11,1.347216
3,15,1.3244164
3,16,1.2124008
3,17,1.3537464
3,18,1.518366
3,19,2.1212056
3,20,1.3988776
3,21,2.0468172
3,22,1.1573076
3,28,3.6620802
3,35,2.4735906
3,41,1.0815848
3,58,1.062602
3,60,1.1303836
3,64,1.0937392
3,65,1.0740384
3,76,1.3610812
3,80,1.0701248
3,88,1.0667496
3,92,1.1866392
3,93,2.129076
3,94,1.6720308
3,95,1.1700644
3,96,1.6396708
3,97,1.4113996
3,98,6.0599844
4,4,18
4,5,5.4612792
4,6,3.4976754
4,7,3.680073
4,14,1.118834
4,17,1.085006
4,18,1.1138228
4,19,1.1073048
4,20,1.7940492
4,21,1.2792516
4,22,1.0931996
4,23,1.4120108
4,24,1.2480432
4,28,4.0380336
4,35,3.7977048
4,61,1.3936764
4,62,1.8284152
4,63,1.37871
4,68,1.0492712
4,71,1.14431
4,73,1.0862796
4,93,1.2408656
4,95,1.534468
4,96,1.6012392
4,98,2.3361076
5,5,18
5,6,3.3466554
5,7,4.3521804
5,20,1.2960652
5,21,1.0208632
5,23,1.3498288
5,24,1.216678
5,28,4.2285348
5,35,4.5141552
5,42,1.0834216
5,53,1.2198792
5,61,1.048748
5,62,6.3523368
5,63,1.0447912
5,68,1.1326692
5,73,1.04679
5,93,1.0933456
5,95,1.3967
5,96,1.3923412
5,98,1.8482808
6,6,18
6,7,3.8246562
6,11,1.3982336
6,13,1.0146156
6,15,1.3764296
6,16,1.1838664
6,17,1.2525032
6,18,1.5609964
6,19,1.4618644
6,20,2.4653388
6,21,1.651404
6,22,1.02404
6,23,1.0073176
6,28,5.9165712
6,31,1.1624168
6,34,1.0288408
6,35,3.6824724
6,37,1.1441856
6,45,1.0231616
6,46,1.1381684
6,50,1.04539
6,55,1.1260768
6,60,1.0722228
6,61,1.419048
6,63,1.1360116
6,64,1.0000668
6,65,1.2175768
6,68,1.2682416
6,71,1.1967476
6,72,1.1549844
6,75,2.842209
6,76,3.9797262
6,77,3.7666386
6,78,3.6233568
6,79,2.754747
6,80,6.214743
6,81,3.925251
6,82,3.7058472
6,83,5.8592304
6,84,3.284973
6,85,4.5118638
6,86,3.9984138
6,87,5.8566546
6,88,4.6933146
6,89,6.1055712
6,90,3.9814632
6,91,5.352489
6,92,1.0112016
6,93,1.8541856
6,94,1.1723576
6,95,1.3544852
6,96,2.0420652
6,97,1.0577632
6,98,8.676693
7,7,18
7,13,1.3342008
7,20,1.0594016
7,21,1.0663668
7,22,1.2653132
7,23,2.3968176
7,24,1.9861928
7,28,3.8180088
7,35,3.3628032
7,42,1.1320236
7,46,1.1606088
7,50,1.0296388
7,53,1.3453768
7,55,1.4198796
7,61,1.172208
7,62,1.232228
7,68,1.3800244
7,69,1.0452016
7,73,1.0149568
7,93,1.1771848
7,95,1.5741996
7,96,1.5554184
7,98,1.9074076
8,8,18
8,9,2.4688026
8,10,3.0838122
8,11,2.2064004
8,12,2.449728
8,13,1.815444
8,14,1.33510482
8,15,1.8955314
8,17,1.0070104
8,21,1.0018388
8,22,1.057894
8,32,3.6598464
8,38,1.1210288
8,67,1.4280616
8,92,1.8552636
8,93,2.439722
8,94,1.8552636
8,95,1.5458292
8,96,1.5405004
8,97,1.9152216
8,98,1.427298
9,9,18
9,10,2.4837642
9,11,3.0039138
9,12,2.8073268
9,13,2.5210926
9,14,2.0225322
9,15,2.0919168
9,17,1.1642416
9,18,1.00801
9,19,1.2341344
9,20,1.0585688
9,21,1.4463324
9,22,2.0510608
9,23,1.2970728
9,24,1.1512212
9,30,1.2504708
9,40,1.006908
9,46,1.261106
9,48,1.3083528
9,49,1.016916
9,50,1.2911164
9,51,1.088326
9,54,2.4692588
9,60,1.04225
9,92,1.3379836
9,93,2.439722
9,94,1.3379836
9,95,2.2685808
9,96,2.6339148
9,97,1.3979052
9,98,2.2147148
10,10,18
10,11,2.6591634
10,12,3.5147178
10,13,2.1374568
10,14,1.64345328
10,15,2.1169656
10,16,1.7401204
10,17,1.6073576
10,18,1.16811
10,20,1.1263812
10,21,1.058932
10,58,1.0397148
10,67,1.1052872
10,69,1.1034324
10,70,1.0204572
10,92,1.2142276
10,93,1.5271316
